n,interpreter,optLnot,optIndexing,optAssi,translateMS,loadMS,analyzeMS
3,SWIProlog,false,false,false,1.935162,3.292738,0.029266999999999998
3,ECLiPSe,false,false,false,1.935162,116.575539,0.192881
3,JIProlog,false,false,false,1.935162,21.583334999999998,0.057829
3,SWIProlog,true,true,true,2.431647,5.403149999999999,0.040551000000000004
3,ECLiPSe,true,true,true,2.431647,127.82966400000001,0.184771
3,JIProlog,true,true,true,2.431647,32.100137,0.08216
3,SWIProlog,true,false,false,2.052937,5.260693,0.04443
3,ECLiPSe,true,false,false,2.052937,121.657808,0.254942
3,JIProlog,true,false,false,2.052937,30.460115000000002,0.055361
3,SWIProlog,false,true,false,1.893553,3.877024,0.052187
3,ECLiPSe,false,true,false,1.893553,115.911561,0.19323400000000002
3,JIProlog,false,true,false,1.893553,22.475455999999998,0.061708
3,SWIProlog,false,false,true,2.050116,3.70671,0.039846
3,ECLiPSe,false,false,true,2.050116,112.74294400000001,0.178424
3,JIProlog,false,false,true,2.050116,20.741286,0.075107
3,SWIProlog,false,false,false,1.628385,3.581178,0.037378
3,ECLiPSe,false,false,false,1.628385,117.42182000000001,0.190766
3,JIProlog,false,false,false,1.628385,20.794531,0.056417999999999996
3,SWIProlog,true,true,true,1.865697,5.912329,0.040904
3,ECLiPSe,true,true,true,1.865697,130.02682000000001,0.184066
3,JIProlog,true,true,true,1.865697,32.009867,0.07510800000000001
3,SWIProlog,true,false,false,1.790942,4.833674,0.038436
3,ECLiPSe,true,false,false,1.790942,119.85205599999999,0.305014
3,JIProlog,true,false,false,1.790942,32.787388,0.067702
3,SWIProlog,false,true,false,1.876628,3.966237,0.043724
3,ECLiPSe,false,true,false,1.876628,130.095933,0.227438
3,JIProlog,false,true,false,1.876628,23.904259999999997,0.07757599999999999
3,SWIProlog,false,false,true,1.600881,4.0349960000000005,0.041962000000000006
3,ECLiPSe,false,false,true,1.600881,126.340914,0.217917
3,JIProlog,false,false,true,1.600881,20.96555,0.07616500000000001
3,SWIProlog,false,false,false,1.5289469999999998,3.584705,0.036319000000000004
3,ECLiPSe,false,false,false,1.5289469999999998,119.77024899999999,0.192529
3,JIProlog,false,false,false,1.5289469999999998,21.335093,0.056771
3,SWIProlog,true,true,true,1.802578,5.154203000000001,0.039846
3,ECLiPSe,true,true,true,1.802578,125.677642,0.22461699999999998
3,JIProlog,true,true,true,1.802578,32.185823,0.082512
3,SWIProlog,true,false,false,1.810688,5.105189,0.039493
3,ECLiPSe,true,false,false,1.810688,122.022766,0.24965299999999999
3,JIProlog,true,false,false,1.810688,30.99433,0.058887
3,SWIProlog,false,true,false,1.6386120000000002,3.7553710000000002,0.038436
3,ECLiPSe,false,true,false,1.6386120000000002,116.600574,0.19676
3,JIProlog,false,true,false,1.6386120000000002,22.563963,0.061003
3,SWIProlog,false,false,true,1.619923,3.752551,0.038435000000000004
3,ECLiPSe,false,false,true,1.619923,116.515947,0.197113
3,JIProlog,false,false,true,1.619923,20.714487000000002,0.07757599999999999
3,SWIProlog,false,false,false,1.5148430000000002,3.747967,0.047603
3,ECLiPSe,false,false,false,1.5148430000000002,113.202404,0.183361
3,JIProlog,false,false,false,1.5148430000000002,21.215203000000002,0.058535
3,SWIProlog,true,true,true,1.841014,5.657388,0.059945
3,ECLiPSe,true,true,true,1.841014,124.51471099999999,0.222149
3,JIProlog,true,true,true,1.841014,32.126937000000005,0.081454
3,SWIProlog,true,false,false,1.775074,5.082269,0.038787999999999996
3,ECLiPSe,true,false,false,1.775074,125.05844599999999,0.303956
3,JIProlog,true,false,false,1.775074,30.638187000000002,0.057124
3,SWIProlog,false,true,false,1.952793,3.701773,0.038436
3,ECLiPSe,false,true,false,1.952793,118.142217,0.26763600000000004
3,JIProlog,false,true,false,1.952793,22.685616000000003,0.062766
3,SWIProlog,false,false,true,1.58854,3.730336,0.038787
3,ECLiPSe,false,false,true,1.58854,113.784928,0.197113
3,JIProlog,false,false,true,1.58854,20.92112,0.076166
3,SWIProlog,false,false,false,1.592066,3.6023359999999998,0.036671999999999996
3,ECLiPSe,false,false,false,1.592066,114.157292,0.194644
3,JIProlog,false,false,false,1.592066,21.34814,0.055713
3,SWIProlog,true,true,true,1.8085719999999998,5.270567,0.038787
3,ECLiPSe,true,true,true,1.8085719999999998,129.589927,0.21227600000000002
3,JIProlog,true,true,true,1.8085719999999998,32.178771,0.08110200000000001
3,SWIProlog,true,false,false,1.857939,4.98812,0.038787999999999996
3,ECLiPSe,true,false,false,1.857939,122.289344,0.254237
3,JIProlog,true,false,false,1.857939,31.369515,0.057124
3,SWIProlog,false,true,false,1.654126,3.935911,0.039493
3,ECLiPSe,false,true,false,1.654126,116.007473,0.194645
3,JIProlog,false,true,false,1.654126,22.669395,0.058887
3,SWIProlog,false,false,true,1.6728150000000002,4.167228,0.040549999999999996
3,ECLiPSe,false,false,true,1.6728150000000002,116.188012,0.184419
3,JIProlog,false,false,true,1.6728150000000002,21.502586,0.073345
3,SWIProlog,false,false,false,1.5077909999999999,3.792748,0.043019
3,ECLiPSe,false,false,false,1.5077909999999999,115.660144,0.19817099999999999
3,JIProlog,false,false,false,1.5077909999999999,20.742696,0.055361
3,SWIProlog,true,true,true,1.815272,5.561122999999999,0.040198
3,ECLiPSe,true,true,true,1.815272,126.558479,0.215801
3,JIProlog,true,true,true,1.815272,31.658661,0.07616500000000001
3,SWIProlog,true,false,false,1.7585009999999999,5.431006999999999,0.039140999999999995
3,ECLiPSe,true,false,false,1.7585009999999999,118.792089,0.326524
3,JIProlog,true,false,false,1.7585009999999999,34.154132,0.066997
