n,interpreter,optLnot,optIndexing,optAssi,translateMS,loadMS,analyzeMS
7,SWIProlog,false,false,false,2.551536,5.394335,0.077575
7,ECLiPSe,false,false,false,2.551536,125.225587,0.292319
7,JIProlog,false,false,false,2.551536,49.062779,1.0275260000000002
7,SWIProlog,true,true,true,2.887228,7.46455,0.083217
7,ECLiPSe,true,true,true,2.887228,140.49214,0.28844099999999995
7,JIProlog,true,true,true,2.887228,68.96413199999999,0.595217
7,SWIProlog,true,false,false,3.074116,8.329519,0.092386
7,ECLiPSe,true,false,false,3.074116,135.29879699999998,0.287736
7,JIProlog,true,false,false,3.074116,78.481617,0.644937
7,SWIProlog,false,true,false,2.911911,7.47125,0.08956499999999999
7,ECLiPSe,false,true,false,2.911911,128.475657,0.29514100000000004
7,JIProlog,false,true,false,2.911911,54.359792,0.980628
7,SWIProlog,false,false,true,2.25957,5.652803,0.084628
7,ECLiPSe,false,false,true,2.25957,131.09912899999998,0.227438
7,JIProlog,false,false,true,2.25957,40.413436999999995,1.0268199999999998
7,SWIProlog,false,false,false,2.241587,5.248704,0.08462900000000001
7,ECLiPSe,false,false,false,2.241587,126.48760300000001,0.242953
7,JIProlog,false,false,false,2.241587,49.238735,0.97957
7,SWIProlog,true,true,true,2.416485,7.469134,0.07687000000000001
7,ECLiPSe,true,true,true,2.416485,140.005882,0.27363099999999996
7,JIProlog,true,true,true,2.416485,64.948176,0.547967
7,SWIProlog,true,false,false,2.479956,8.261111999999999,0.092738
7,ECLiPSe,true,false,false,2.479956,139.255865,0.278567
7,JIProlog,true,false,false,2.479956,77.359237,0.671735
7,SWIProlog,false,true,false,2.096308,5.996252,0.086039
7,ECLiPSe,false,true,false,2.096308,126.215383,0.235901
7,JIProlog,false,true,false,2.096308,54.6708,0.942545
7,SWIProlog,false,false,true,1.981355,5.062875,0.08110200000000001
7,ECLiPSe,false,false,true,1.981355,129.435834,0.229201
7,JIProlog,false,false,true,1.981355,40.669436000000005,0.9196259999999999
7,SWIProlog,false,false,false,2.117465,5.261045,0.083218
7,ECLiPSe,false,false,false,2.117465,126.459041,0.210513
7,JIProlog,false,false,false,2.117465,48.846625,1.001432
7,SWIProlog,true,true,true,2.3374989999999998,7.698335,0.084275
7,ECLiPSe,true,true,true,2.3374989999999998,142.541198,0.287031
7,JIProlog,true,true,true,2.3374989999999998,63.670644,0.5398569999999999
7,SWIProlog,true,false,false,2.406611,8.010753,0.087449
7,ECLiPSe,true,false,false,2.406611,136.13802600000002,0.289146
7,JIProlog,true,false,false,2.406611,77.115931,0.6371789999999999
7,SWIProlog,false,true,false,2.202446,5.758941,0.087449
7,ECLiPSe,false,true,false,2.202446,126.858556,0.29760899999999996
7,JIProlog,false,true,false,2.202446,54.287858,0.908694
7,SWIProlog,false,false,true,1.977829,5.153498,0.082513
7,ECLiPSe,false,false,true,1.977829,125.074666,0.251416
7,JIProlog,false,false,true,1.977829,42.171938000000004,0.985917
7,SWIProlog,false,false,false,2.2775529999999997,5.4140820000000005,0.092738
7,ECLiPSe,false,false,false,2.2775529999999997,128.182633,0.208397
7,JIProlog,false,false,false,2.2775529999999997,49.243319,0.99297
7,SWIProlog,true,true,true,2.332914,7.493464,0.09555899999999999
7,ECLiPSe,true,true,true,2.332914,143.236911,0.306424
7,JIProlog,true,true,true,2.332914,65.150226,0.563834
7,SWIProlog,true,false,false,2.594556,8.225849,0.112485
7,ECLiPSe,true,false,false,2.594556,136.915546,0.313124
7,JIProlog,true,false,false,2.594556,80.20238800000001,0.636473
7,SWIProlog,false,true,false,2.201388,5.932429,0.088154
7,ECLiPSe,false,true,false,2.201388,129.639294,0.244364
7,JIProlog,false,true,false,2.201388,54.426084,0.9027000000000001
7,SWIProlog,false,false,true,2.047295,5.096725999999999,0.08356999999999999
7,ECLiPSe,false,false,true,2.047295,127.010181,0.211923
7,JIProlog,false,false,true,2.047295,41.290042,1.036341
7,SWIProlog,false,false,false,2.116054,5.811834,0.090622
7,ECLiPSe,false,false,false,2.116054,125.83455599999999,0.238369
7,JIProlog,false,false,false,2.116054,49.598757,1.003901
7,SWIProlog,true,true,true,2.317047,7.464197,0.208397
7,ECLiPSe,true,true,true,2.317047,140.092625,0.275394
7,JIProlog,true,true,true,2.317047,65.572661,0.584286
7,SWIProlog,true,false,false,2.372055,8.425431,0.176309
7,ECLiPSe,true,false,false,2.372055,134.349552,0.290909
7,JIProlog,true,false,false,2.372055,77.912493,0.616727
7,SWIProlog,false,true,false,2.235945,6.369321,0.094149
7,ECLiPSe,false,true,false,2.235945,127.829663,0.267989
7,JIProlog,false,true,false,2.235945,58.439218000000004,1.017301
7,SWIProlog,false,false,true,2.101245,5.155261,0.08216
